2024-04-16 22:25:35,21
2024-04-16 22:25:40,10
2024-04-16 22:25:45,7
2024-04-16 22:25:50,18
2024-04-16 22:25:55,8
2024-04-16 22:26:01,25
2024-04-16 22:26:06,35
2024-04-16 22:26:11,29
2024-04-16 22:26:16,13
2024-04-16 22:26:21,18
2024-04-16 22:26:27,21
2024-04-16 22:26:32,10
2024-04-16 22:26:37,33
2024-04-16 22:26:42,20
2024-04-16 22:26:47,18
2024-04-16 22:26:52,14
2024-04-16 22:26:58,30
2024-04-16 22:27:03,28
2024-04-16 22:27:08,31
2024-04-16 22:27:13,27
2024-04-16 22:27:18,14
2024-04-16 22:27:24,17
2024-04-16 22:27:29,25
2024-04-16 22:27:34,20
2024-04-16 22:27:39,30
2024-04-16 22:27:44,27
2024-04-16 22:27:49,13
2024-04-16 22:27:55,24
2024-04-16 22:28:00,9
2024-04-16 22:28:05,16
2024-04-16 22:28:10,26
2024-04-16 22:28:15,29
2024-04-16 22:28:20,14
2024-04-16 22:28:26,33
2024-04-16 22:28:31,15
2024-04-16 22:28:36,10
2024-04-16 22:28:41,27
2024-04-16 22:28:46,7
2024-04-16 22:28:51,32
2024-04-16 22:28:57,26
2024-04-16 22:29:02,25
2024-04-16 22:29:07,11
2024-04-16 22:29:12,8
2024-04-16 22:29:17,11
2024-04-16 22:29:23,30
2024-04-16 22:29:28,20
2024-04-16 22:29:33,23
2024-04-16 22:29:38,13
2024-04-16 22:29:43,7
2024-04-16 22:29:48,33
2024-04-16 22:29:54,32
2024-04-16 22:29:59,19
2024-04-16 22:30:04,32
2024-04-16 22:30:09,15
2024-04-16 22:30:14,17
2024-04-16 22:30:19,24
2024-04-16 22:30:25,11
2024-04-16 22:30:30,34
2024-04-16 22:30:35,30
2024-04-16 22:30:40,17
2024-04-16 22:30:45,16
2024-04-16 22:30:50,7
2024-04-16 22:30:55,19
2024-04-16 22:31:01,8
2024-04-16 22:31:06,24
2024-04-16 22:31:11,10
2024-04-16 22:31:16,11
2024-04-16 22:31:21,33
2024-04-16 22:31:26,19
2024-04-16 22:31:32,22
2024-04-16 22:31:37,18
2024-04-16 22:31:42,8
2024-04-16 22:31:47,7
2024-04-16 22:31:52,26
2024-04-16 22:31:58,21
2024-04-16 22:32:03,19
2024-04-16 22:32:08,10
2024-04-16 22:32:13,10
2024-04-16 22:32:18,12
2024-04-16 22:32:23,12
2024-04-16 22:32:29,29
2024-04-16 22:32:34,12
2024-04-16 22:32:39,17
2024-04-16 22:32:44,25
2024-04-16 22:32:49,12
2024-04-16 22:32:54,24
2024-04-16 22:33:00,34
2024-04-16 22:33:05,12
2024-04-16 22:33:10,7
2024-04-16 22:33:15,34
2024-04-16 22:33:20,13
2024-04-16 22:33:25,33
2024-04-16 22:33:31,10
2024-04-16 22:33:36,25
2024-04-16 22:33:41,27
2024-04-16 22:33:46,34
2024-04-16 22:33:51,35
2024-04-16 22:33:56,17
2024-04-16 22:34:02,26
2024-04-16 22:34:07,34
2024-04-16 22:34:12,32
2024-04-16 22:34:17,15
2024-04-16 22:34:22,11
2024-04-16 22:34:27,7
2024-04-16 22:34:32,14
2024-04-16 22:34:38,30
2024-04-16 22:34:43,21
2024-04-16 22:34:48,30
2024-04-16 22:34:53,34
2024-04-16 22:34:58,21
2024-04-16 22:35:03,22
2024-04-16 22:35:08,21
2024-04-16 22:35:14,25
2024-04-16 22:35:19,12
2024-04-16 22:35:24,8
2024-04-16 22:35:29,16
2024-04-16 22:35:34,21
2024-04-16 22:35:39,25
2024-04-16 22:35:45,8
2024-04-16 22:35:50,16
2024-04-16 22:35:55,17
2024-04-16 22:36:00,25
2024-04-16 22:36:05,22
2024-04-16 22:36:10,33
2024-04-16 22:36:16,19
2024-04-16 22:36:21,10
2024-04-16 22:36:26,11
2024-04-16 22:36:31,8
2024-04-16 22:36:36,26
2024-04-16 22:36:41,15
2024-04-16 22:36:47,27
2024-04-16 22:36:52,13
2024-04-16 22:36:57,32
2024-04-16 22:37:02,22
2024-04-16 22:37:07,27
2024-04-16 22:37:12,35
2024-04-16 22:37:17,8
2024-04-16 22:37:23,11
2024-04-16 22:37:28,29
2024-04-16 22:37:33,13
2024-04-16 22:37:38,20
2024-04-16 22:37:43,29
2024-04-16 22:37:49,33
2024-04-16 22:37:54,13
2024-04-16 22:37:59,19
2024-04-16 22:38:04,23
2024-04-16 22:38:09,11
2024-04-16 22:38:14,10
2024-04-16 22:38:19,18
2024-04-16 22:38:25,25
2024-04-16 22:38:30,35
2024-04-16 22:38:35,17
2024-04-16 22:38:40,34
2024-04-16 22:38:45,15
2024-04-16 22:38:51,17
2024-04-16 22:38:56,32
2024-04-16 22:39:01,10
2024-04-16 22:39:06,24
2024-04-16 22:39:11,9
2024-04-16 22:39:16,12
2024-04-16 22:39:22,18
2024-04-16 22:39:27,13
2024-04-16 22:39:32,11
2024-04-16 22:39:37,19
2024-04-16 22:39:42,25
2024-04-16 22:39:48,31
2024-04-16 22:39:53,16
2024-04-16 22:39:58,27
2024-04-16 22:40:03,23
2024-04-16 22:40:08,12
2024-04-16 22:40:13,31
2024-04-16 22:40:19,24
2024-04-16 22:40:24,7
2024-04-16 22:40:29,20
2024-04-16 22:40:34,29
2024-04-16 22:40:39,7
2024-04-16 22:40:45,24
2024-04-16 22:40:50,16
2024-04-16 22:40:55,10
2024-04-16 22:41:00,8
2024-04-16 22:41:05,19
2024-04-16 22:41:10,12
2024-04-16 22:41:16,22
2024-04-16 22:41:21,9
2024-04-16 22:41:26,28
2024-04-16 22:41:31,18
2024-04-16 22:41:36,7
2024-04-16 22:41:42,23
2024-04-16 22:41:47,30
2024-04-16 22:41:52,22
2024-04-16 22:41:57,13
2024-04-16 22:42:02,17
2024-04-16 22:42:07,17
2024-04-16 22:42:13,26
2024-04-16 22:42:18,9
2024-04-16 22:42:23,30
2024-04-16 22:42:28,17
2024-04-16 22:42:33,7
2024-04-16 22:42:38,19
2024-04-16 22:42:44,35
2024-04-16 22:42:49,18
2024-04-16 22:42:54,29
2024-04-16 22:42:59,13
2024-04-16 22:43:04,25
2024-04-16 22:43:09,13
2024-04-16 22:43:15,27
2024-04-16 22:43:20,13
2024-04-16 22:43:25,7
2024-04-16 22:43:30,27
2024-04-16 22:43:35,34
2024-04-16 22:43:40,24
2024-04-16 22:43:46,16
2024-04-16 22:43:51,14
2024-04-16 22:43:56,28
2024-04-16 22:44:01,33
2024-04-16 22:44:06,25
2024-04-16 22:44:12,9
2024-04-16 22:44:17,34
2024-04-16 22:44:22,22
2024-04-16 22:44:27,20
2024-04-16 22:44:32,34
2024-04-16 22:44:37,32
2024-04-16 22:44:43,8
2024-04-16 22:44:48,22
2024-04-16 22:44:53,31
2024-04-16 22:44:58,27
2024-04-16 22:45:03,15
2024-04-16 22:45:08,22
2024-04-16 22:45:14,16
2024-04-16 22:45:19,32
2024-04-16 22:45:24,7
2024-04-16 22:45:29,26
2024-04-16 22:45:34,14
2024-04-16 22:45:40,33
2024-04-16 22:45:45,24
2024-04-16 22:45:50,31
2024-04-16 22:45:55,33
2024-04-16 22:46:00,12
2024-04-16 22:46:05,23
2024-04-16 22:46:11,8
2024-04-16 22:46:16,11
2024-04-16 22:46:21,24
2024-04-16 22:46:26,26
2024-04-16 22:46:31,21
2024-04-16 22:46:37,16
2024-04-16 22:46:42,33
2024-04-16 22:46:47,11
2024-04-16 22:46:52,14
2024-04-16 22:46:57,30
2024-04-16 22:47:03,30
2024-04-16 22:47:08,7
2024-04-16 22:47:13,7
2024-04-16 22:47:18,25
2024-04-16 22:47:23,29
2024-04-16 22:47:28,16
2024-04-16 22:47:34,17
2024-04-16 22:47:39,34
2024-04-16 22:47:44,21
2024-04-16 22:47:49,18
2024-04-16 22:47:54,20
2024-04-16 22:47:59,24
2024-04-16 22:48:05,34
2024-04-16 22:48:10,7
2024-04-16 22:48:15,31
2024-04-16 22:48:20,21
2024-04-16 22:48:25,21
2024-04-16 22:48:30,34
2024-04-16 22:48:36,27
2024-04-16 22:48:41,17
2024-04-16 22:48:46,27
2024-04-16 22:48:51,26
2024-04-16 22:48:56,10
2024-04-16 22:49:02,23
2024-04-16 22:49:07,27
2024-04-16 22:49:12,35
2024-04-16 22:49:17,18
2024-04-16 22:49:22,13
2024-04-16 22:49:27,20
2024-04-16 22:49:33,27
2024-04-16 22:49:38,23
2024-04-16 22:49:43,25
2024-04-16 22:49:48,33
2024-04-16 22:49:53,33
2024-04-16 22:49:58,10
2024-04-16 22:50:04,32
2024-04-16 22:50:09,35
2024-04-16 22:50:14,31
2024-04-16 22:50:19,11
2024-04-16 22:50:24,34
2024-04-16 22:50:30,26
2024-04-16 22:50:35,10
2024-04-16 22:50:40,27
2024-04-16 22:50:45,22
2024-04-16 22:50:50,9
2024-04-16 22:50:55,8
2024-04-16 22:51:01,32
2024-04-16 22:51:06,23
2024-04-16 22:51:11,23
2024-04-16 22:51:16,32
2024-04-16 22:51:21,16
2024-04-16 22:51:26,12
2024-04-16 22:51:32,24
2024-04-16 22:51:37,19
2024-04-16 22:51:42,16
2024-04-16 22:51:47,18
2024-04-16 22:51:52,9
2024-04-16 22:51:57,7
2024-04-16 22:52:03,12
2024-04-16 22:52:08,21
2024-04-16 22:52:13,22
2024-04-16 22:52:18,30
2024-04-16 22:52:23,11
2024-04-16 22:52:29,25
2024-04-16 22:52:34,11
2024-04-16 22:52:39,32
2024-04-16 22:52:44,22
2024-04-16 22:52:49,30
2024-04-16 22:52:54,22
2024-04-16 22:53:00,21
2024-04-16 22:53:05,8
2024-04-16 22:53:10,35
2024-04-16 22:53:15,14
2024-04-16 22:53:20,14
2024-04-16 22:53:25,23
2024-04-16 22:53:31,31
2024-04-16 22:53:36,30
2024-04-16 22:53:41,9
2024-04-16 22:53:46,16
2024-04-16 22:53:51,13
2024-04-16 22:53:57,24
2024-04-16 22:54:02,34
2024-04-16 22:54:07,14
2024-04-16 22:54:12,18
2024-04-16 22:54:17,13
2024-04-16 22:54:22,34
2024-04-16 22:54:28,21
2024-04-16 22:54:33,18
2024-04-16 22:54:38,23
2024-04-16 22:54:43,17
2024-04-16 22:54:48,24
2024-04-16 22:54:53,19
2024-04-16 22:54:59,10
2024-04-16 22:55:04,27
2024-04-16 22:55:09,9
2024-04-16 22:55:14,17
2024-04-16 22:55:19,34
2024-04-16 22:55:24,14
2024-04-16 22:55:29,7
2024-04-16 22:55:35,27
2024-04-16 22:55:40,17
2024-04-16 22:55:45,17
2024-04-16 22:55:50,20
2024-04-16 22:55:55,31
2024-04-16 22:56:00,18
